Age,Attrition,BusinessTravel,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,PolicySatisfactionScore,ManagerExperienceLevel,IndustryGrowthRate,RegionalUnemploymentRate,VoluntaryOvertimeHours,MandatoryOvertimeHours,TeamDiversityScore,GenderDiversityRatio,SalaryPercentile,AttritionRiskIndex,TotalBenefits,AttritionRiskScore,RetentionRisk
37,No,Travel_Rarely,Engineering,6,,0,2,10,40,111,No,2,0.280434086,1,Marketing,1047,3,Female,1,2,Marketing Manager,Married,6569,6,Yes,13,1,1,2,22,3,3,19,9,11,4,2,2.23571324,5.237640217,4,4,0.290271109,0.558834354,Medium,0.953181224,20569,0.730267763,Low
25,Yes,Travel_Rarely,Finance,19,72,9,2,0,24,29,Yes,3,0.318419273,2,Technical Degree,1048,3,Male,1,1,Laboratory Technician,Divorced,15392,5,No,13,2,3,0,8,2,4,17,9,11,3,1,1.200321456,4.088093145,2,15,0.341986857,0.488578282,High,16.02979149,28392,14.95289154,Low
58,No,Non-Travel,Human Resources,21,34,3,3,5,57,117,Yes,1,0.970572097,2,Technical Degree,1049,4,Female,4,1,Marketing Manager,Married,15518,3,Yes,15,4,3,0,10,3,3,12,9,9,4,2,3.863062182,8.078630725,7,4,1.040185192,0.549527543,Very High,34.02172577,30518,38.365768,Low
42,No,Travel_Rarely,Research & Development,13,33,1,2,23,24,78,No,4,0.87603976,2,Human Resources,1050,3,Male,1,3,Product Manager,Divorced,19962,7,Yes,14,4,2,3,24,3,1,19,7,11,4,2,4.241877913,3.146187288,4,16,0.880834144,0.518803051,Very High,33.99001711,35462,47.199489,Low
35,No,Travel_Rarely,Sales,20,44,4,3,28,69,46,Yes,3,0.886352347,4,Technical Degree,1051,2,Female,2,1,Sales Executive,Divorced,,1,Yes,22,1,3,1,37,1,2,7,2,6,1,3,2.968008325,4.465803728,6,10,0.877526804,0.408953578,Very High,28.97287174,,24.90909009,Low
52,No,Travel_Rarely,Research & Development,21,31,9,2,25,63,113,No,2,0.396989724,1,Human Resources,1052,2,Female,1,2,Human Resources,Married,14037,4,Yes,11,1,4,0,33,4,2,14,5,3,1,4,2.565039526,7.282440083,9,8,0.387380268,0.527812308,High,36.76896032,25037,20.01016816,Low
39,No,Travel_Rarely,Research & Development,8,78,7,2,11,19,60,No,3,0.646590525,3,Life Sciences,1053,3,Male,4,4,Human Resources,Single,17096,7,Yes,10,4,3,2,20,3,3,4,0,6,2,2,1.245031615,2.66882217,3,5,0.622045794,0.538943364,Very High,12.61574415,28096,13.37833304,Low
28,No,Travel_Rarely,Research & Development,4,85,0,2,19,62,11,No,2,0.590057007,1,Business,1054,2,Female,4,3,Manager,Married,11589,3,Yes,10,1,3,2,16,4,2,0,4,6,4,3,2.436127655,6.051257002,0,18,0.638897266,0.460265746,High,7.624353936,22589,4.367986148,Low
31,Yes,Travel_Rarely,Sales,25,37,8,2,17,71,87,Yes,4,0.867444946,2,Marketing,1055,1,Male,4,2,Data Scientist,Married,12000,4,Yes,12,2,3,0,19,1,1,7,1,10,1,3,4.709560995,7.502653932,4,17,0.897145458,0.501887315,High,33.40463972,24000,21.89474241,Low
28,No,Travel_Rarely,Research & Development,19,45,6,2,13,30,26,No,4,0.537394994,1,Technical Degree,1056,2,Female,2,2,Data Scientist,Married,,6,Yes,16,3,2,3,21,4,2,11,0,1,3,1,2.512824341,6.672807757,8,16,0.509877366,0.494856559,Low,28.93128656,,35.58214718,Low
54,Yes,Travel_Frequently,Sales,28,48,4,3,12,96,59,Yes,3,0.630314505,4,Marketing,1057,4,Male,4,3,Laboratory Technician,Single,8762,3,Yes,19,3,2,2,27,1,1,5,8,1,2,1,3.214438818,2.467727619,4,4,0.538345741,0.547331367,Medium,4.519582198,28762,5.840180195,Low
44,No,Travel_Rarely,Sales,7,31,4,2,26,97,91,No,4,0.664870071,3,Marketing,1058,4,Male,1,2,Human Resources,Married,14939,1,Yes,12,1,4,1,1,4,1,4,8,10,4,2,4.396691898,3.186281459,7,13,0.560399589,0.594382148,High,24.60523462,27439,16.96788462,Low
42,No,Travel_Rarely,Sales,7,84,8,1,10,2,26,Yes,4,0.497080897,3,Marketing,1059,2,Male,1,1,Product Manager,Divorced,6767,8,Yes,24,4,3,2,38,3,3,19,7,5,3,2,3.095391587,9.015130168,6,0,0.418107515,0.47794412,Medium,9.863886769,31767,13.97673061,Low
40,No,Travel_Frequently,Sales,1,83,8,2,19,72,113,No,3,0.227149881,2,Life Sciences,1060,3,Male,1,2,Laboratory Technician,Single,19138,5,Yes,19,4,3,3,30,1,3,17,5,1,3,4,1.974395315,6.841479611,5,15,0.234168538,0.599119961,Very High,10.57987189,39638,13.96805491,Low
40,No,Non-Travel,Sales,19,98,1,4,24,68,40,No,4,0.596188019,2,Business,1061,4,Male,3,4,Software Engineer,Single,12012,1,Yes,17,2,3,0,32,0,4,0,2,9,3,1,2.973622089,5.735049039,4,0,0.651217748,0.484449991,High,1.393069052,29012,1.379679766,Low
57,No,Travel_Rarely,Sales,26,89,7,4,17,96,65,No,2,0.594614132,1,Other,1062,2,Male,2,3,Manager,Married,8433,0,Yes,13,2,2,3,36,3,3,5,5,0,4,3,1.538708638,9.795431051,5,18,0.476881031,0.551236555,Medium,7.214131754,22933,9.881084083,Low
50,Yes,Travel_Rarely,Sales,17,60,4,4,20,6,115,No,3,0.232679861,1,Technical Degree,1063,3,Female,3,4,Sales Executive,Divorced,5482,7,Yes,23,,3,3,5,4,2,16,4,3,4,3,3.396279209,8.38361507,3,18,0.214849662,0.452357226,Low,21.30226715,29982,30.18438105,Low
39,No,Non-Travel,Sales,8,48,1,2,26,94,40,No,4,0.589026838,1,Business,1064,3,Male,4,4,Human Resources,Divorced,10576,8,Yes,19,4,4,2,2,2,2,4,3,0,4,2,4.096699425,6.522323566,2,0,0.625379471,0.570990521,Medium,25.90352562,30576,28.32838823,Low
23,Yes,Travel_Rarely,Sales,26,,8,1,17,79,45,No,2,0.608914697,1,Technical Degree,1065,2,Female,4,4,Laboratory Technician,Divorced,13549,2,Yes,15,1,4,1,4,3,4,7,5,6,3,4,1.911011898,8.789368696,1,6,0.577661125,0.572886097,High,10.34357295,29049,13.82022406,Low
22,Yes,Travel_Rarely,Sales,21,40,3,2,16,90,28,Yes,4,0.307570692,1,Life Sciences,1066,3,Male,3,1,Human Resources,Divorced,10281,1,Yes,17,1,4,1,8,2,4,16,1,9,2,4,2.233059153,8.643907206,7,7,0.288795374,0.507125966,Medium,31.87814777,27781,28.13643997,Low
26,Yes,Travel_Rarely,Sales,15,63,4,1,27,24,70,Yes,2,0.315197045,4,Finance,1067,3,Female,4,2,Research Scientist,Divorced,11258,3,Yes,20,2,3,3,16,4,3,12,3,1,2,2,4.610244234,7.728434992,3,3,0.308868053,0.544218075,High,19.67286813,32758,27.83625823,Low
41,No,Non-Travel,Human Resources,20,94,6,3,24,3,41,No,1,0.949223132,4,Life Sciences,1068,4,Female,4,2,Marketing Manager,Divorced,19416,8,Yes,15,3,4,3,3,1,2,17,4,1,1,3,4.335745554,5.597098583,9,18,1.05609096,0.438111072,Very High,4.403723234,35916,2.697557425,Low
32,Yes,Non-Travel,Finance,19,34,1,2,4,72,90,Yes,2,0.352306117,1,Business,1069,3,Male,4,3,Product Manager,Married,9553,4,Yes,18,2,4,3,39,1,4,7,5,11,3,3,1.135127564,8.182074634,9,10,0.286796558,0.462360658,Medium,28.08003185,29053,38.46439707,Low
23,No,Travel_Frequently,Finance,7,99,4,4,5,91,97,No,1,0.449696516,1,Technical Degree,1070,1,Female,2,4,Data Scientist,Single,,2,Yes,21,1,2,1,10,4,2,6,2,10,3,4,1.718529714,4.773071949,8,8,0.373397897,0.474312669,Very High,1.654928745,,2.220934817,Low
24,Yes,Travel_Rarely,Research & Development,24,35,7,1,21,87,118,No,1,0.438138055,2,Business,1071,4,Female,4,4,Human Resources,Married,2832,6,Yes,17,4,1,3,34,1,1,4,4,2,3,1,1.192043467,5.757331724,8,12,0.489463749,0.500877645,Low,34.30610593,21332,40.07357133,Low
44,No,Travel_Rarely,Research & Development,24,64,0,3,7,80,113,No,3,0.726062317,4,Other,1072,4,Female,3,3,Software Engineer,Married,18947,3,Yes,16,1,4,3,39,1,3,5,6,7,1,2,1.079273357,2.941263437,2,9,0.717886212,0.474486418,Very High,18.34249796,36447,16.70626183,Low
33,No,Travel_Rarely,Sales,13,32,7,2,3,47,13,No,1,0.713570996,3,Human Resources,1073,3,Male,3,1,Manager,Married,,5,Yes,14,,2,2,12,0,2,12,7,0,2,1,3.850893609,6.27698692,1,5,0.838559885,0.47771793,Very High,35.56168699,,44.94767979,Low
41,No,Travel_Frequently,Finance,1,50,1,4,0,96,78,No,1,0.930179009,2,Business,1074,2,Male,1,3,Software Engineer,Single,14826,3,No,15,1,2,3,25,1,4,11,6,8,1,4,3.492190542,7.31748888,1,0,0.969494125,0.421860067,High,25.52286413,31326,37.20975646,Low
26,No,Non-Travel,Human Resources,7,36,3,1,14,56,56,No,2,0.522225388,4,Life Sciences,1075,1,Female,4,4,Data Scientist,Divorced,13359,1,Yes,23,1,1,2,19,0,1,8,4,7,1,2,3.418169294,3.306703318,6,7,0.497951665,0.471897788,High,32.82444834,37359,33.63620343,Low
58,No,Travel_Rarely,Engineering,5,59,2,2,6,53,50,Yes,4,0.824056824,2,Business,1076,1,Female,2,3,Manager,Married,6313,8,Yes,16,1,1,1,18,2,4,4,9,2,3,1,2.01170315,7.798872481,7,3,0.981366761,0.491697464,Low,21.10590247,22813,18.36029669,Low
59,Yes,Travel_Frequently,Sales,18,51,1,4,15,80,10,Yes,4,0.501939421,2,Life Sciences,1077,4,Female,1,4,Manager,Married,11344,5,Yes,20,4,4,3,17,0,1,7,3,1,3,1,2.762743646,5.188598881,0,18,0.471542953,0.447363332,High,24.82994178,32844,13.62543578,Low
51,No,Travel_Rarely,Research & Development,8,43,9,2,5,73,99,No,1,0.392035765,4,Business,1078,1,Male,4,1,Research Scientist,Single,6225,3,Yes,21,2,4,1,1,1,1,2,4,1,1,1,3.90394001,4.375489519,0,6,0.408858598,0.435750306,Low,30.65244887,27725,34.04766786,Low
30,Yes,Travel_Rarely,Sales,15,84,9,1,6,80,51,Yes,3,0.91302177,4,Finance,1079,4,Female,2,4,Sales Executive,Single,,5,Yes,13,2,4,1,24,1,4,6,7,8,4,1,2.974879733,7.290588435,8,9,0.748984485,0.430729457,Low,10.02657886,,8.043917577,Low
55,Yes,Travel_Frequently,Finance,18,,1,2,23,50,76,Yes,3,0.586929533,4,Human Resources,1080,3,Female,3,2,Product Manager,Divorced,5604,4,Yes,23,3,4,1,12,3,3,13,7,9,4,4,1.328508791,8.718154998,4,17,0.522718164,0.466235475,Low,2.576506372,29104,1.671930378,Low
56,Yes,Travel_Rarely,Sales,6,34,9,2,20,16,32,Yes,4,0.512408758,3,Human Resources,1081,4,Male,2,3,Software Engineer,Married,17391,8,Yes,11,1,3,3,27,4,4,7,5,4,2,4,4.325421115,5.515511405,6,6,0.575661558,0.575735102,Very High,34.97826123,29891,19.01674349,Low
43,No,Travel_Rarely,Research & Development,28,98,5,1,5,4,22,Yes,4,0.924504243,3,Marketing,1082,3,Female,4,3,Research Scientist,Single,6750,6,Yes,17,2,3,2,12,0,2,9,7,3,2,1,3.173654026,4.299572245,6,16,0.951239798,0.401113715,Medium,2.103333928,24750,2.077867422,Low
45,Yes,Travel_Rarely,Sales,5,,2,2,12,11,95,No,3,0.951526268,4,Finance,1083,4,Female,4,2,Sales Executive,Single,9054,8,Yes,19,4,2,0,22,0,4,8,8,6,2,2,4.780631947,6.955095848,7,9,0.761768108,0.436512479,Medium,6.732869946,28054,10.05265178,Low
38,Yes,Travel_Frequently,Engineering,22,,9,2,28,85,104,Yes,3,0.561142884,4,Technical Degree,1084,4,Female,2,3,Manager,Single,,5,Yes,15,,3,3,27,1,1,2,5,11,4,2,1.580844133,7.66731031,1,5,0.573564349,0.448319669,Very High,33.18150154,,27.84538339,Low
31,Yes,Travel_Frequently,Sales,11,77,3,2,1,31,70,No,3,0.21574265,3,Other,1085,1,Female,3,2,Laboratory Technician,Married,10243,2,Yes,10,3,3,3,31,4,1,17,0,7,4,2,1.094967528,4.880888674,1,0,0.210254874,0.487970026,Medium,12.45425399,21743,18.1711963,Low
51,No,Non-Travel,Engineering,26,66,3,2,4,50,81,Yes,1,0.225969825,3,Life Sciences,1086,4,Female,4,2,Human Resources,Divorced,13905,9,Yes,13,2,1,3,29,0,2,14,7,6,3,4,4.345319474,3.044528517,2,18,0.249338332,0.469972753,High,17.95971313,28405,21.94206649,Low
44,Yes,Travel_Frequently,Research & Development,8,30,1,1,2,79,39,Yes,1,0.687226728,4,Marketing,1087,3,Male,4,4,Sales Executive,Divorced,10751,0,Yes,23,4,4,3,25,1,1,5,8,8,2,2,4.300844629,8.952299497,0,11,0.652983392,0.527977844,Medium,1.922543983,35251,1.903474888,Low
53,Yes,Travel_Rarely,Research & Development,9,49,3,1,20,88,55,No,2,0.881616408,1,Business,1088,3,Female,3,2,Sales Executive,Married,18444,6,Yes,14,4,4,0,31,4,4,9,5,4,3,1,1.535403438,9.064311302,6,8,0.813258034,0.404871529,Very High,26.34797277,32444,23.67617549,Low
38,No,Travel_Rarely,Sales,13,79,1,1,8,88,85,No,3,0.900190384,3,Human Resources,1089,2,Male,1,3,Human Resources,Married,17315,9,Yes,19,1,1,3,8,1,1,18,0,8,1,2,4.408544643,8.918885054,2,3,1.036965576,0.507094515,Very High,11.04977801,37815,14.58513082,Low
38,Yes,Non-Travel,Engineering,3,41,3,2,2,92,95,No,3,0.920918389,2,Life Sciences,1090,4,Male,1,3,Research Scientist,Married,14772,7,Yes,12,1,2,2,34,0,3,6,7,8,1,3,3.035077648,2.153128948,4,0,0.783116755,0.484425401,High,24.38271541,27772,33.58317796,Low
35,No,Travel_Rarely,Human Resources,3,78,7,2,11,79,52,Yes,1,0.846012065,2,Technical Degree,1091,1,Female,3,3,Marketing Manager,Married,14060,1,Yes,10,4,4,1,39,0,1,18,9,0,4,2,1.86291709,2.440406102,2,9,0.805963904,0.481166295,High,12.62490011,24560,7.773501068,Low
30,No,Travel_Frequently,Sales,7,37,8,4,29,86,24,No,4,0.897799705,3,Finance,1092,1,Male,1,2,Data Scientist,Married,4180,1,Yes,12,2,3,2,9,2,4,3,1,9,2,2,1.159011415,6.563869882,2,16,0.980383474,0.597615547,Low,33.22810455,17180,41.23975609,Low
23,Yes,Travel_Frequently,Research & Development,3,42,3,4,29,98,39,No,4,0.873314934,4,Human Resources,1093,4,Male,2,1,Marketing Manager,Married,9684,4,Yes,14,2,1,1,10,0,3,7,5,5,1,2,1.77849593,2.289334728,0,1,0.84722744,0.488721948,Medium,33.23648993,24184,44.75063798,Low
46,Yes,Travel_Frequently,Sales,11,,3,2,2,98,69,No,1,0.872149009,3,Business,1094,3,Male,1,2,Sales Executive,Single,5110,3,Yes,24,2,4,3,29,0,1,16,4,3,3,2,4.367923259,7.851167262,7,18,0.919137396,0.548933769,Low,16.41054751,30610,22.18175721,Low
30,No,Travel_Rarely,Sales,14,83,6,1,16,12,33,No,2,0.461974503,3,Technical Degree,1095,2,Female,3,2,Research Scientist,Married,10522,2,Yes,18,4,1,1,23,4,2,6,3,6,4,4,3.967397726,3.544058622,7,12,0.493716967,0.432134423,Medium,9.869262167,29022,9.39354105,Low
43,No,Travel_Rarely,Research & Development,26,46,0,1,14,17,34,No,4,0.514960296,4,Other,1096,3,Female,4,1,Data Scientist,Single,19532,8,Yes,11,4,3,0,8,0,2,8,5,0,4,3,4.451379103,5.866181327,7,13,0.425159346,0.513130348,Very High,27.20186016,30532,28.64061938,Low
25,Yes,Travel_Frequently,Research & Development,28,80,6,2,29,2,62,No,3,0.453643096,3,Life Sciences,1097,1,Female,4,3,Research Scientist,Married,,9,Yes,18,1,3,3,19,4,4,3,2,9,1,4,4.977117544,6.191931742,0,13,0.465037568,0.598038496,Very High,11.47171808,,14.68073844,Low
47,Yes,Travel_Frequently,Research & Development,21,31,8,2,29,39,67,No,3,0.323657411,3,Technical Degree,1098,2,Male,4,1,Marketing Manager,Married,5806,3,Yes,18,1,1,1,20,0,1,13,5,8,1,2,4.499073218,2.301063744,8,14,0.271773905,0.54747724,Low,36.41474081,24306,52.16602633,Low
50,Yes,Travel_Frequently,Research & Development,10,59,3,1,27,50,11,No,1,0.465649395,3,Marketing,1099,3,Female,3,4,Human Resources,Single,19420,1,Yes,16,4,2,1,18,1,3,6,9,6,2,1,4.678670392,9.579071792,1,16,0.451775136,0.439531041,Very High,21.2783443,35920,21.63288603,Low
55,Yes,Travel_Rarely,Human Resources,20,61,1,1,16,70,74,No,2,0.925921465,1,Marketing,1100,3,Male,1,4,Research Scientist,Married,12388,0,Yes,22,1,3,2,17,4,3,7,2,3,1,4,4.739290411,7.085454537,2,2,1.086437432,0.474421896,High,19.94876542,35388,14.90457658,Low
44,No,Travel_Rarely,Finance,27,79,3,2,6,51,93,No,4,0.976864406,1,Business,1101,1,Female,3,2,Manager,Single,2706,8,Yes,17,3,3,2,27,1,3,8,1,3,2,3,2.171320843,4.656271605,7,0,0.926166409,0.479079136,Low,11.38839986,20706,11.88645215,Low
58,Yes,Travel_Frequently,Sales,9,32,1,3,8,81,54,Yes,4,0.320385254,4,Technical Degree,1102,3,Female,2,3,Marketing Manager,Married,11705,2,Yes,21,2,3,3,0,2,4,18,6,6,2,1,2.390557671,4.341458217,2,4,0.347609826,0.529502056,High,27.99478805,34205,39.48391218,Low
32,Yes,Travel_Frequently,Research & Development,27,84,9,1,17,25,53,No,4,0.729617362,3,Business,1103,2,Female,1,2,Human Resources,Divorced,19105,3,Yes,11,2,1,1,19,1,3,13,6,8,1,4,3.356104665,6.52294791,7,8,0.813915017,0.58974064,Very High,10.06745142,30605,7.354659327,Low
27,No,Travel_Frequently,Engineering,12,86,6,4,1,57,35,No,2,0.973565394,3,Life Sciences,1104,2,Male,2,1,Human Resources,Divorced,8051,8,Yes,23,,4,3,6,0,2,14,0,6,2,4,1.996358725,7.107629281,8,3,1.027660862,0.497120833,Medium,8.406545501,32551,9.871509847,Low
39,Yes,Travel_Rarely,Research & Development,8,31,5,2,16,91,17,No,4,0.365336916,4,Technical Degree,1105,1,Male,3,1,Software Engineer,Single,18192,8,Yes,15,2,1,0,10,0,4,9,2,10,1,4,2.038131064,4.548587431,8,12,0.378349388,0.445397747,Very High,14.15050808,33192,11.2637443,Low
42,No,Non-Travel,Research & Development,12,,1,4,20,45,92,No,3,0.872034838,2,Life Sciences,1106,4,Male,1,3,Sales Executive,Single,14069,4,Yes,12,2,1,2,17,1,1,5,2,6,3,2,3.93556947,8.944555128,3,14,0.865927989,0.582061807,High,10.03478553,27069,13.44838049,Low
57,Yes,Travel_Rarely,Human Resources,9,76,5,1,25,26,40,No,2,0.437185992,1,Life Sciences,1107,1,Female,1,2,Data Scientist,Single,9783,8,Yes,17,1,4,3,1,4,1,7,5,5,2,3,1.969001197,2.580332465,4,12,0.493200731,0.505352927,Medium,13.17732359,28283,12.46354051,Low
59,Yes,Travel_Frequently,Engineering,22,32,8,3,22,87,88,No,1,0.528267321,3,Human Resources,1108,1,Female,1,4,Data Scientist,Single,4531,6,Yes,13,4,4,2,37,1,2,19,7,3,2,4,3.691462994,6.207995387,3,9,0.584631655,0.51544793,Low,20.97546553,18531,14.37711047,Low
55,Yes,Travel_Rarely,Human Resources,18,53,7,2,13,29,115,No,2,0.933000803,2,Other,1109,3,Male,4,4,Research Scientist,Married,19968,2,Yes,20,2,4,1,30,1,2,11,1,8,4,1,4.641841683,4.176353239,3,17,0.807189291,0.47295292,Very High,25.30096057,40468,24.18994522,Low
38,No,Travel_Rarely,Sales,24,64,8,2,16,79,61,No,4,0.246488472,2,Other,1110,1,Male,3,4,Manager,Divorced,,9,Yes,10,2,3,0,23,3,2,4,8,4,3,2,1.379212353,7.646717914,7,15,0.217844941,0.586347154,Medium,19.9084642,,14.34331038,Low
58,No,Travel_Frequently,Research & Development,30,93,4,2,10,55,11,No,3,0.558824525,3,Technical Degree,1111,3,Male,2,2,Marketing Manager,Divorced,17237,8,Yes,17,1,3,3,38,2,4,13,9,0,1,2,3.027536926,5.432500997,2,14,0.633719259,0.426541529,Very High,4.468684177,35737,4.245026404,Low
46,Yes,Travel_Rarely,Sales,17,89,9,4,23,98,75,Yes,4,0.604571674,2,Life Sciences,1112,3,Female,2,3,Data Scientist,Married,,9,Yes,14,1,3,2,32,4,3,17,6,10,2,3,3.560379416,5.992691185,1,9,0.722069869,0.415778132,Medium,7.626795555,,3.955027009,Low
59,Yes,Travel_Rarely,Sales,11,58,1,2,0,97,59,No,1,0.920755253,2,Marketing,1113,2,Male,4,2,Software Engineer,Married,14794,9,No,24,3,3,0,9,1,2,1,4,11,2,1,1.479464298,4.990289299,4,1,0.77399047,0.571705038,High,21.42124334,38794,17.61205164,Low
33,No,Travel_Rarely,Research & Development,21,47,4,4,0,80,102,No,2,0.659025034,1,Business,1114,4,Male,1,2,Data Scientist,Single,15778,5,No,24,1,1,1,20,3,4,13,5,8,3,2,1.61484589,4.550617044,3,17,0.739529246,0.542475217,Very High,27.6786961,40278,23.12249193,Low
44,No,Travel_Frequently,Sales,2,87,9,2,19,40,106,No,3,0.956067852,3,Business,1115,1,Female,4,4,Product Manager,Married,18118,4,Yes,20,,4,2,7,4,2,7,4,6,2,1,1.41382102,9.867348192,3,9,0.783821411,0.564797005,Very High,8.687518232,39118,10.95482374,Low
43,Yes,Travel_Rarely,Research & Development,29,43,2,2,14,88,19,No,3,0.454303021,1,Business,1116,4,Female,1,4,Human Resources,Single,9420,2,Yes,13,2,2,0,0,2,1,9,0,5,1,2,4.40705072,8.621731526,5,1,0.411974146,0.562454949,Medium,12.09291906,22420,13.07239056,Low
42,No,Travel_Rarely,Research & Development,23,,3,1,1,58,55,Yes,1,0.594921686,4,Business,1117,4,Female,4,2,Marketing Manager,Single,15679,2,Yes,23,3,4,2,0,4,4,13,2,5,2,3,1.762819441,4.464348997,7,9,0.55238784,0.418498359,Very High,30.87806017,39679,30.30503229,Low
48,Yes,Non-Travel,Engineering,21,48,6,1,11,75,67,No,4,0.218171233,1,Other,1118,2,Female,2,2,Sales Executive,Divorced,7558,5,Yes,18,4,2,2,39,3,2,11,4,6,4,2,3.280691639,4.379332883,0,13,0.176651409,0.54939387,Medium,35.54503575,26558,22.76082771,Low
52,No,Travel_Rarely,Sales,26,71,1,3,12,61,94,Yes,2,0.991026938,3,Marketing,1119,4,Female,2,2,Sales Executive,Single,2260,8,Yes,14,,3,1,24,4,2,18,3,7,2,4,3.492736035,8.594032834,3,19,0.877776131,0.575516796,Low,15.08513751,16760,10.46187457,Low
27,No,Travel_Rarely,Sales,19,47,5,1,24,22,94,No,4,0.386627034,2,Technical Degree,1120,1,Female,1,3,Manager,Single,10788,4,Yes,11,1,1,1,22,1,1,5,8,0,3,3,3.536994397,3.501372468,7,15,0.399918847,0.561271573,Medium,27.83199663,22288,40.20306107,Low
48,Yes,Travel_Rarely,Research & Development,14,45,0,1,9,37,116,No,1,0.943050858,2,Technical Degree,1121,3,Female,3,1,Sales Executive,Single,17380,3,Yes,14,4,2,2,13,0,2,19,1,5,1,1,3.70603799,2.087902458,0,14,1.025704082,0.522905793,Very High,27.86074559,32380,30.62606975,Low
55,No,Non-Travel,Sales,23,70,9,3,1,74,22,No,2,0.520181908,2,Life Sciences,1122,2,Female,1,3,Sales Executive,Single,16172,4,Yes,19,1,1,0,37,3,1,16,2,1,4,2,2.557791931,6.931809641,4,3,0.503759558,0.468487587,Very High,17.02440433,35172,16.88270492,Low
33,No,Travel_Rarely,Sales,28,34,2,4,22,74,60,No,1,0.332162114,1,Life Sciences,1123,1,Female,1,3,Software Engineer,Married,17783,1,Yes,24,,1,3,4,1,3,5,4,11,3,2,2.017814911,5.669095452,7,19,0.29591976,0.474385893,Very High,3.678359483,43283,2.943483512,Low
28,Yes,Travel_Frequently,Engineering,3,34,6,1,29,83,89,No,1,0.535895757,4,Other,1124,1,Female,4,1,Manager,Married,7877,2,Yes,23,4,3,1,32,4,4,11,4,7,2,3,1.853603269,2.067854573,8,11,0.550622957,0.484063477,Medium,15.539986,31377,18.51999961,Low
31,No,Travel_Rarely,Sales,6,41,4,1,1,96,92,Yes,4,0.459205108,2,Marketing,1125,2,Male,2,2,Software Engineer,Single,13018,7,Yes,15,1,3,1,17,2,3,4,7,6,2,3,1.432586918,7.132056362,1,17,0.410030798,0.453426908,High,15.16225026,28518,21.68814175,Low
38,No,Travel_Frequently,Research & Development,4,60,7,3,16,53,97,No,1,0.961448531,1,Finance,1126,3,Female,3,2,Manager,Married,3699,7,Yes,18,4,2,2,3,2,4,15,5,5,4,1,3.177560433,5.467148523,7,8,1.028338313,0.531859403,Low,21.74637547,22699,30.7666024,Low
47,No,Travel_Frequently,Sales,12,57,6,1,8,83,67,No,2,0.816923732,1,Technical Degree,1127,2,Male,1,4,Sales Executive,Divorced,,3,Yes,16,1,1,3,19,1,4,0,2,9,1,1,3.801255618,3.68285595,7,17,0.757719463,0.437506034,High,22.92996418,,28.02856739,Low
42,No,Travel_Rarely,Sales,26,33,6,4,13,80,71,No,3,0.365947983,3,Life Sciences,1128,2,Female,3,3,Marketing Manager,Divorced,5343,3,Yes,20,2,1,2,0,3,2,8,2,9,2,2,1.125181133,2.506300713,0,12,0.311494198,0.475776154,Low,11.47290518,26343,8.330548834,Low
49,No,Travel_Rarely,Sales,2,56,0,2,10,37,32,No,2,0.63208826,2,Marketing,1129,1,Female,4,4,Marketing Manager,Married,15513,7,Yes,15,4,3,2,16,0,2,6,5,11,1,1,3.156232888,6.939014616,8,1,0.546604442,0.508020219,High,22.19540197,31513,14.95970683,Low
23,Yes,Travel_Frequently,Human Resources,25,38,0,1,19,24,13,Yes,2,0.735945128,3,Human Resources,1130,4,Female,1,4,Marketing Manager,Divorced,8489,7,Yes,24,1,4,3,33,1,3,0,0,0,2,4,3.175618329,7.852680843,3,10,0.599427715,0.552865405,Medium,31.15135715,33989,43.34681853,Low
22,No,Travel_Rarely,Engineering,6,67,5,2,11,96,40,Yes,1,0.663465065,3,Human Resources,1131,2,Female,4,3,Laboratory Technician,Divorced,2189,2,Yes,14,2,1,0,27,2,3,11,4,10,2,1,1.918623731,7.990290477,0,16,0.760868439,0.538884949,Low,17.7546564,16189,25.55712998,Low
57,Yes,Non-Travel,Human Resources,5,65,7,2,6,64,17,No,4,0.933358944,4,Technical Degree,1132,2,Female,2,4,Sales Executive,Divorced,5423,2,Yes,21,2,3,0,17,1,3,13,9,6,1,2,3.251370889,3.801029412,3,6,0.948347404,0.470279679,Low,19.0360327,26423,27.19508077,Low
47,No,Travel_Rarely,Research & Development,29,89,2,4,0,94,115,No,2,0.29038749,3,Marketing,1133,4,Male,3,2,Human Resources,Married,6258,0,No,21,4,2,2,31,2,4,3,0,11,1,2,3.712229694,7.227962779,0,7,0.242658046,0.426731638,Low,6.33792979,28258,3.982834886,Low
